ID,pKa_pred,pKa_real
4lph,4.765,5.040
4lrh,9.684,9.720
4lsj,10.008,9.570
4luo,3.369,3.240
4luv,3.086,2.850
4lv1,7.473,7.400
4lv2,8.049,8.000
4lv3,5.629,5.490
4lw1,3.396,3.150
4lwc,6.742,6.720
4lys,4.144,4.340
4m0z,4.804,5.190
4m1d,7.829,7.640
4m1j,9.237,9.700
4m48,6.448,6.810
4m5g,5.225,5.010
4m5h,4.731,4.540
4m5i,5.260,5.170
4m5j,5.246,4.840
4m5k,5.394,5.230
4m5l,4.793,4.720
4m5m,5.070,4.740
4m5n,5.360,5.120
4m7c,6.282,6.120
4man,10.769,11.000
4mbf,5.965,5.770
4mbp,5.520,5.640
4mdq,5.715,5.920
4mdr,4.425,4.390
4mdt,4.729,5.000
4mf0,8.118,8.080
4mf1,9.202,9.150
4mfe,2.411,2.270
4mg5,5.720,5.340
4mg6,5.493,5.620
4mg7,6.443,6.360
4mg8,6.549,6.480
4mg9,5.807,5.680
4mga,5.916,5.860
4mgb,5.515,5.440
4mgc,6.175,6.320
4mho,5.019,5.080
4mhs,5.195,5.290
4mi3,4.067,4.120
4mi6,4.345,4.310
4mi9,3.550,3.420
4mic,5.171,5.300
4mji,4.254,4.090
4mjo,6.192,6.220
4mjq,3.819,3.710
4mjr,3.426,3.550
4mlt,3.088,2.850
4mlx,3.065,3.190
4mm4,6.443,6.370
4mm5,7.758,7.740
4mm6,6.509,6.690
4mm7,3.480,3.630
4mm8,5.897,6.110
4mm9,5.834,5.680
4mma,6.237,6.040
4mmf,6.496,6.530
4mnq,4.829,4.430
4mnw,5.672,5.760
4mnx,4.786,4.750
4mny,5.737,5.710
4mp2,5.705,5.450
4mp7,5.516,5.740
4mpc,5.745,6.150
4mpe,6.370,6.370
4mqp,5.020,4.980
4mr4,5.764,5.940
4mr5,6.459,6.600
4mrd,3.179,3.370
4mrf,2.053,1.950
4mrh,1.916,1.900
4ms0,3.371,3.390
4mse,6.350,6.160
4msl,6.092,6.150
4mue,6.610,6.700
4mvn,5.478,5.460
4my6,5.654,5.620
4myh,4.911,4.640
4mz5,6.140,6.100
4mz6,5.201,5.020
4mzf,7.104,7.350
4mzh,7.282,7.180
4n1z,8.635,9.140
4n3w,3.515,3.500
4n4s,7.039,6.880
4n5t,7.791,8.150
4n6h,9.459,9.280
4n6y,7.281,7.040
4n70,12.290,12.000
4n7g,5.318,5.660
4n7h,5.536,5.480
4n7j,5.631,5.470
4n7y,6.288,6.260
4n84,6.221,6.290
4n98,3.400,3.550
4n99,3.860,3.670
4n9b,5.551,5.280
4na7,9.840,9.700
4na8,9.078,8.820
4nb3,7.686,7.660
4ncm,7.042,7.000
4nct,7.234,7.550
4ng9,7.280,7.120
4nga,8.090,7.770
4ngq,8.666,8.800
4ngr,7.553,7.550
4ngs,7.828,8.120
4ngt,8.199,8.410
4nh9,6.194,6.430
4nj3,6.525,6.520
4nk9,8.430,8.510
4nka,6.279,6.510
4nks,6.916,7.170
4nmo,4.828,4.830
4nmp,4.167,4.040
4nmq,4.560,4.490
4nmr,3.699,3.530
4nms,4.855,4.940
4nmt,5.213,4.850
4nmv,5.257,4.950
4nmx,6.647,6.180
4nni,5.646,5.500
4nq6,4.522,4.280
4nrk,7.410,7.620
4nrl,8.269,8.620
4nro,4.986,5.020
4ntj,7.719,7.360
4nud,7.006,7.070
4nwd,5.231,5.400
4nxq,4.739,4.740
4nxr,4.378,4.340
4ny3,4.375,4.310
4nyi,3.117,3.060
4nyj,3.445,3.490
4nym,3.775,3.550
4nyt,2.442,2.390
4nzb,4.234,4.170
4nzo,6.905,6.770
4o0r,7.513,7.440
4o0t,5.898,5.540
4o0v,8.406,8.480
4o2a,6.375,5.740
4o36,6.631,6.360
4o37,6.181,6.160
4o3a,2.575,2.590
4o3b,6.165,6.090
4o3t,4.392,4.370
4o3u,6.364,6.400
4o42,4.664,4.660
4o44,8.191,7.850
4o45,4.187,4.150
4o4g,8.397,8.050
4o4y,7.401,7.810
4o62,5.012,5.000
4oaz,5.710,5.770
4ob0,5.821,5.300
4ob1,6.534,6.300
4ob2,6.532,6.300
4obv,1.050,0.750
4oc4,7.059,6.980
4ock,5.267,5.080
4ocp,5.727,6.100
4ocv,5.180,5.080
4ocx,11.194,11.440
4ocz,8.851,9.180
4od0,9.142,9.040
4od7,5.193,5.080
4odk,3.782,3.800
4odl,6.756,6.950
4odm,5.747,6.070
4odn,6.753,6.740
4odp,4.810,4.770
4odq,4.691,4.470
4oee,5.738,5.760
4oef,4.720,4.760
4oeg,5.048,5.050
4oel,7.330,7.000
4oem,5.059,5.300
4oew,6.937,6.820
4oex,5.949,5.840
4ofb,5.308,5.430
4ofl,8.114,7.660
4ogi,7.313,7.430
4oi6,5.389,5.000
4okp,2.847,2.700
4old,3.130,2.700
4omd,8.851,9.010
4onf,8.955,8.920
4ono,4.818,5.190
4oo9,8.832,9.070
4or0,7.488,7.460
4oru,3.539,3.680
4orx,3.385,3.530
4ory,3.608,3.530
4os1,6.058,5.600
4os2,7.141,6.700
4os4,5.031,4.870
4os5,4.852,4.630
4os6,6.666,6.440
4os7,5.076,4.620
4otw,9.308,9.280
4oue,3.528,3.300
4ouj,3.063,2.860
4own,4.261,4.220
4owo,5.032,4.470
4oyk,6.600,6.740
4oys,8.894,8.820
4oyt,2.972,2.810
4oz1,5.751,5.620
4ozl,4.685,4.970
4ozn,5.322,5.400
4ozo,4.481,3.830
4p00,6.470,6.400
4p02,6.558,6.400
4p0a,4.748,4.520
4p0b,6.597,6.540
4p1u,8.666,8.520
4p4s,5.194,4.940
4p4t,4.494,4.390
4p5e,5.602,5.550
4p7m,7.574,7.410
4p7s,7.004,7.420
4pb1,2.953,2.820
4pct,7.187,7.150
4pd5,3.676,2.860
4pd6,3.997,4.440
4pd7,3.987,3.920
4pd8,5.722,6.030
4pd9,3.460,3.330
4pda,4.053,4.210
4pde,5.733,6.440
4pdk,8.309,8.220
4pg3,7.790,7.850
4pgb,7.967,7.480
4pgc,5.702,5.880
4pgd,7.163,6.920
4pge,7.854,7.770
4pgh,4.679,4.890
4pio,5.806,5.700
4pji,3.782,3.700
4pl6,3.169,3.100
4pli,3.324,3.160
4pmp,6.522,6.400
4pms,8.338,8.100
4pn1,5.996,6.170
4pnw,5.252,5.050
4po0,7.119,6.920
4pov,8.325,8.280
4pp9,7.287,7.370
4ppa,9.408,9.100
4ppb,9.913,10.000
4ppc,9.294,9.030
4pqn,9.396,9.150
4pr5,6.164,5.660
4pra,5.969,5.660
4prb,3.987,3.880
4prd,4.727,4.600
4pre,3.784,3.740
4prg,7.248,7.150
4prh,4.634,4.600
4pri,4.017,4.030
4prj,7.618,7.140
4prn,6.002,5.660
4prp,5.733,5.660
4ps0,3.992,4.040
4ps1,6.847,6.660
4ps3,8.581,8.700
4ps7,7.526,7.410
4ps8,8.633,9.000
4psh,8.244,8.890
4psx,6.869,6.470
4puj,7.992,7.460
4puk,7.534,7.280
4pul,7.116,6.840
4pxf,3.415,3.100
4pxm,8.893,8.890
4pyx,6.485,6.140
4pyy,7.149,7.230
4pz5,6.988,6.920
4pz8,5.648,5.920
4pzh,8.038,8.000
4q06,7.500,7.660
4q07,8.134,8.140
4q0a,6.470,6.480
4q0l,7.689,7.700
4q18,6.698,6.130
4q1a,9.628,9.300
4q1b,8.834,8.720
4q1c,9.081,8.700
4q1d,7.997,7.780
4q1e,8.470,8.170
4q1f,8.501,8.040
4q2k,7.566,7.480
4q3q,5.697,5.890
4q3r,6.533,6.270
4q3s,6.641,6.590
4q6f,5.647,5.600
4q9m,7.001,7.180
4qaa,6.815,6.440
4qab,9.807,9.700
4qbb,7.607,7.520
4qbm,4.514,4.580
4qc1,5.096,4.990
4qfg,5.373,5.480
4qfr,8.678,8.130
4qfs,5.979,6.050
4qh7,5.982,5.940
4qh8,5.032,4.890
4qhc,6.672,6.700
4qhp,7.686,8.050
4qht,4.988,4.940
4qip,5.386,5.150
4qir,7.164,6.950
4qiy,7.562,7.300
4qiz,7.976,8.150
4qjm,8.103,8.170
4qjo,7.127,7.400
4qjp,8.591,8.600
4qjr,7.222,7.100
4qk4,6.482,6.600
4qkd,4.292,4.090
4qkx,6.944,7.070
4qlv,7.412,7.850
4qme,6.277,6.520
4qn9,4.582,4.410
4qnu,6.139,6.400
4qok,5.198,5.190
4qp1,3.730,3.610
4qp6,3.560,3.460
4qq4,5.915,5.740
4qqi,5.524,5.520
4qsh,5.199,5.100
4qsk,5.189,5.100
4qsw,1.797,1.680
4qsx,1.789,1.740
4qta,7.028,6.700
4qtb,7.456,6.700
4qtn,6.648,6.850
4quo,7.167,7.920
4qvx,11.479,11.000
4qxq,5.709,5.700
4qxr,5.917,6.000
4qxt,7.843,7.800
4qy8,7.341,7.190
4qyo,8.631,8.220
4qzs,6.893,7.050
4r07,5.196,5.320
4r0i,6.421,6.520
4r1e,7.689,7.280
4r3b,6.038,6.250
4r3c,7.539,7.000
4r3s,8.393,8.220
4r4q,5.278,5.090
4r5g,5.173,5.220
4r5v,6.087,6.150
4r5x,5.218,5.260
4r6t,7.628,7.520
4r6w,5.314,5.270
4r6x,5.368,5.270
4r7m,8.304,7.960
4r8y,6.120,6.190
4r91,6.662,6.370
4r92,7.910,7.410
4r93,7.944,7.800
4r95,8.160,7.850
4rab,7.318,7.400
4rac,7.459,7.520
4rad,6.841,7.100
4ran,7.167,7.150
4rao,6.079,6.000
4raq,6.660,6.720
4rcg,4.882,5.030
4re3,8.431,8.570
4res,7.622,7.850
4ret,7.342,7.590
4rgd,4.296,3.940
4rh5,6.718,6.900
4rhu,5.988,6.160
4rhy,6.152,5.950
4ris,6.547,6.050
4rj4,7.977,7.800
4rj5,7.454,7.180
4rj7,8.441,7.660
4rkx,4.897,5.100
4rme,5.748,5.920
4rn6,5.123,5.100
4rqi,4.904,4.910
4rqz,5.036,5.400
4rrq,5.156,5.470
4rrr,4.170,4.440
4rrv,7.530,7.400
4rsp,5.835,5.440
4rt0,5.632,5.500
4rt1,6.083,6.140
4ruu,7.535,7.540
4rwk,7.566,7.190
4rwl,8.468,8.100
4rxh,5.911,5.910
4rxz,7.062,6.740
4ryl,7.654,7.280
4s2i,8.936,9.000
4tk1,4.089,3.720
4tk2,3.572,3.720
4tk3,5.177,5.100
4tk4,5.281,5.100
4tkn,5.804,5.890
4tky,5.821,5.700
4tmp,5.539,5.430
4tnw,3.709,3.780
4tpk,8.120,8.570
4tq3,5.056,5.490
4tsx,4.957,4.990
4tsz,7.525,7.000
4tv3,9.203,8.720
4tw6,4.073,4.210
4tw7,7.463,7.590
4tw8,5.343,5.580
4twt,7.896,8.000
4txc,6.506,6.620
4txs,2.816,3.000
4ty1,9.127,9.260
4ty8,2.187,2.030
4ty9,2.344,2.050
4tya,2.838,2.390
4tyb,1.634,1.700
4tyl,3.185,3.220
4tyo,6.941,7.100
4tz8,3.637,3.300
4tzm,7.055,6.700
4tzn,6.858,6.520
4tzq,6.619,6.520
4u0a,4.130,4.300
4u0b,4.253,4.300
4u0c,4.075,4.310
4u0d,4.222,4.310
4u0e,6.741,6.920
4u0s,6.885,6.800
4u0u,5.521,5.820
4u0x,6.108,6.230
4u2w,6.025,6.000
4u3f,8.792,8.390
4u4s,2.913,2.920
4u4x,5.039,5.010
4u58,2.018,2.000
4u5l,2.709,2.400
4u5u,3.042,2.890
4u5v,3.227,3.050
4u68,4.269,4.310
4u6e,3.098,3.300
4u7o,3.563,3.350
4u7q,9.692,9.740
4u7t,5.737,5.670
4u7v,5.810,5.490
4u90,6.702,6.540
4u91,6.903,6.830
4uat,5.877,5.890
4uau,5.711,5.890
4ucd,3.915,4.000
4uce,3.164,3.170
4ud7,7.939,8.130
4ue1,7.968,8.000
4ufd,9.726,9.680
4ufe,8.120,8.150
4uff,8.019,7.960
4ufg,7.987,8.150
4uil,6.599,7.240
4uj9,8.588,8.700
4um1,5.662,5.770
4um3,7.622,7.540
4umn,6.907,7.200
4uru,2.548,2.220
4urv,2.900,2.770
4urw,3.175,2.800
4urx,2.954,2.890
4us4,5.482,5.320
4usi,4.326,4.410
4usw,2.820,2.690
4utn,5.991,6.150
4utr,6.268,6.150
4utv,5.535,5.090
4utx,5.355,5.240
4uu5,5.039,5.040
4uu7,6.416,6.080
4uu8,6.866,6.540
4uua,5.688,5.240
4uub,5.043,4.760
4uwl,8.589,8.570
4ux9,5.211,5.100
4uxl,11.206,10.600
4uxq,8.636,7.800
4uyg,7.559,7.600
4v04,8.693,8.110
4v05,10.146,9.700
4v11,6.389,6.490
4v1c,4.558,4.600
4w4z,7.664,7.520
4w50,5.969,5.850
4w53,4.105,3.990
4w54,4.310,4.170
4w55,4.702,4.740
4w57,4.367,4.850
4w5a,3.827,3.770
4w5j,7.020,7.240
4w9e,5.063,5.150
4w9g,5.256,5.260
4w9w,7.798,7.480
4w9x,7.633,7.400
4wbg,5.652,5.550
4wcf,4.368,4.280
4wci,5.160,5.050
4wet,3.588,3.350
4wey,3.588,3.500
4wf2,8.180,8.100
4wf4,3.172,3.110
4whq,4.494,4.120
4whr,4.397,4.120
4wht,7.993,8.100
4why,7.979,8.100
4wj7,4.896,4.890
4wk2,7.008,6.940
4wkc,12.261,12.680
4wke,8.410,8.100
4wks,2.622,2.700
4wkt,3.145,3.260
4wku,5.901,5.680
4wkv,7.274,6.790
4wm9,6.708,6.920
4wmc,8.159,8.050
4wmu,6.842,6.740
4wmv,3.992,4.030
4wmx,4.742,4.850
4wmy,7.110,7.070
4wph,6.108,5.800
4wr7,11.280,11.700
4wr8,6.344,6.230
4wri,8.937,9.010
4wrq,5.392,5.340
4wup,10.072,9.820
4wv6,5.526,4.980
4wvl,7.137,6.880
4ww6,10.307,10.210
4ww8,10.302,10.170
4wxi,8.144,8.080
4wy7,7.055,6.780
4wym,3.925,4.000
4wyp,3.281,3.360
4wyz,4.427,4.300
4wz6,5.457,5.600
4x0f,7.098,7.000
4x0u,6.996,7.400
4x0z,3.378,3.150
4x11,2.390,2.220
4x13,3.186,3.300
4x14,2.962,2.920
4x1f,7.848,7.970
4x1n,6.394,6.420
4x1p,4.282,4.200
4x1q,5.717,5.300
4x1r,6.657,6.400
4x1s,7.028,6.870
4x21,7.583,7.440
4x2s,6.394,6.550
4x34,5.908,6.120
4x3e,5.389,5.470
4x3h,4.133,4.230
4x3i,3.259,3.170
4x3r,10.703,11.070
4x3s,6.019,5.890
4x3t,4.823,4.540
4x60,9.304,9.000
4x61,9.546,9.000
4x63,7.110,6.770
4x6i,7.840,8.000
4x6j,7.910,7.800
4x6p,8.709,8.300
4x6s,5.210,5.240
4x8n,6.351,6.620
4x8p,5.227,5.480
4x8s,1.688,1.890
4x8t,2.081,2.050
4xbo,4.438,4.590
4xc2,5.284,5.370
4xcb,5.512,5.470
4xcu,8.191,8.220
4xe1,7.485,7.110
4xek,5.540,5.660
4xgz,7.929,7.620
4xh2,8.542,8.220
4xhe,10.682,10.300
4xhv,4.474,4.300
4xii,6.209,6.600
4xj0,9.679,9.520
4xkb,6.175,6.100
4xkc,6.139,5.870
4xnv,7.226,6.790
4xnw,7.604,7.740
4xpj,5.116,5.090
4xqa,5.082,4.990
4xqb,3.846,3.790
4xqu,5.703,6.070
4xrq,6.558,6.630
4xsy,6.104,5.300
4xtm,4.890,4.570
4xtp,4.241,4.260
4xtt,6.937,7.370
4xuz,7.523,7.360
4xx3,7.144,7.250
4xx4,7.526,7.360
4xx9,4.926,5.080
4xy9,5.415,5.330
4xyn,6.020,5.890
4y16,7.635,7.430
4y24,6.371,6.660
4y38,2.447,2.400
4y3b,4.834,4.870
4y4g,2.138,2.000
4y4v,3.746,3.650
4y5s,3.937,3.730
4y63,3.606,3.580
4y64,3.128,3.100
4y7r,5.072,5.030
4y8d,8.439,8.050
4y8y,9.472,9.150
4y8z,10.675,10.400
4y94,6.753,6.620
4ybj,9.883,9.280
4yc8,7.750,7.850
4yc9,8.701,8.890
4ycl,8.194,8.150
4ycm,7.585,7.720
4ycn,7.658,7.770
4ycu,5.227,5.480
4ycv,5.704,5.820
4ycw,5.454,5.680
4ydf,5.088,5.100
4ydg,7.706,7.820
4ydn,8.749,8.640
4ydq,6.801,6.520
4ye3,7.533,8.370
4yee,6.334,6.490
4yef,5.090,5.350
4yhp,8.316,8.700
4yhq,8.556,8.770
4yhz,8.119,7.960
4yih,4.232,4.660
4yik,6.546,6.890
4yje,4.879,4.840
4yjl,6.030,5.960
4yk6,5.770,5.700
4ym2,2.885,2.850
4ym4,4.334,4.470
4yoz,6.709,6.800
4yp1,4.946,5.040
4ysi,5.736,5.700
4yt6,8.363,7.960
4yt7,8.863,8.770
4ytf,8.382,8.150
4yti,8.359,7.890
4yur,10.036,9.800
4yv5,6.455,6.220
4yv8,7.781,7.960
4yvc,5.861,5.960
4yve,7.113,7.000
4yw2,3.034,2.800
4yw6,7.322,7.080
4yw7,6.675,6.890
4ywa,7.567,7.550
4yx9,5.845,5.350
4yxo,7.037,7.040
4yxu,7.621,7.240
4yy6,4.307,4.220
4yyi,4.109,4.190
4yym,3.704,3.620
4yyn,4.092,3.960
4yz5,2.729,2.830
4z0u,5.503,5.700
4z1n,8.273,8.230
4z2o,4.792,4.510
4z2p,4.528,4.600
4z46,3.008,2.820
4z5w,5.584,5.810
4z68,6.757,6.490
4z6h,6.305,6.210
4z6i,6.241,6.310
4z7f,7.642,7.530
4z7n,4.956,5.040
4z7o,4.986,5.040
4z7q,4.260,4.290
4z88,5.303,5.390
4z89,4.730,4.690
4z8a,4.836,4.760
4z8m,7.502,7.440
4zam,7.903,7.960
4zdu,5.945,5.770
4ze6,2.545,2.480
4zed,5.053,5.120
4zfi,6.307,6.300
4zhl,6.757,6.470
4zhm,8.414,8.050
4zij,3.439,3.250
4zj8,9.391,9.260
4zjc,9.233,8.960
4zjj,8.601,8.000
4zki,2.921,2.920
4zmf,4.057,3.960
4znx,6.538,6.620
4zph,7.206,7.510
4zqt,5.490,5.640
4zs9,4.607,4.570
4zsh,7.108,7.050
4ztr,8.310,8.300
4zud,8.642,8.160
4zw3,7.970,7.570
4zwy,8.739,8.700
4zx5,6.237,6.190
4zx6,5.209,5.270
4zx8,6.854,7.100
4zx9,7.189,7.390
4zxx,8.298,8.100
4zxy,6.816,6.400
4zy0,7.898,8.040
4zy1,8.094,8.140
4zy2,7.498,7.220
4zy4,7.624,7.660
4zy5,7.549,7.590
4zy6,8.112,8.300
4zyq,7.623,8.010
4zyr,5.548,5.700
4zyt,8.003,7.770
4zyu,6.009,5.970
4zyv,7.988,7.660
4zyw,7.514,7.170
4zyx,8.411,8.150
4zyy,8.526,8.050
4zyz,7.041,7.170
4zz0,6.776,7.000
4zz1,8.037,7.890
4zz2,8.167,8.040
4zz3,5.750,6.000
5a00,7.873,7.520
5a0e,6.448,6.530
5a14,8.027,7.300
5a2j,5.869,5.850
5a2k,6.336,6.350
5a2s,8.122,7.700
5a3o,4.812,4.730
5a3q,8.611,8.600
5a3r,8.400,7.780
5a3s,8.728,8.680
5a46,7.843,7.660
5a4c,8.821,8.240
5a5d,7.967,8.000
5a5v,7.644,7.480
5a69,9.071,8.960
5a6a,7.557,7.220
5a6b,8.132,8.100
5a6h,7.112,7.060
5a6i,7.312,7.250
5a9u,10.016,10.100
5aa8,8.263,8.070
5aaa,9.761,9.420
5aab,9.489,9.060
5aac,9.158,8.890
5ab9,6.286,6.330
5abe,3.020,3.050
5abf,4.409,4.850
5abg,8.794,8.050
5abh,8.689,8.770
5abp,6.879,6.640
5acw,3.592,3.840
5acx,5.323,5.050
5aei,9.331,8.960
5ael,7.357,7.410
5aer,4.390,4.400
5agi,4.417,4.340
5agj,6.000,6.150
5agr,5.392,5.430
5ags,7.777,7.400
5agt,6.980,7.120
5agu,10.489,10.000
5agv,10.051,9.700
5ah2,10.123,10.080
5ahu,6.897,6.780
5ai1,6.257,6.470
5aip,3.049,2.820
5ais,6.665,6.240
5aiv,6.298,6.190
5aix,8.491,7.920
5ajc,3.860,4.240
5ajo,5.023,4.960
5ajp,5.140,5.300
5alc,7.980,8.130
5anw,8.664,8.520
5aok,2.844,2.700
5aom,2.829,2.900
5aqf,3.755,3.780
5aqg,4.273,4.510
5aqh,2.512,2.460
5aqj,2.734,2.680
5aqk,3.705,3.650
5aqn,2.923,2.770
5aqo,2.839,2.850
5aqp,2.620,2.680
5aqq,3.032,3.100
5aqr,3.063,3.000
5aqt,3.576,3.510
5aqu,2.835,2.980
5aqv,3.484,3.430
5ar0,5.925,6.140
5arf,6.463,6.270
5avi,6.423,6.060
5awt,4.701,4.520
5awu,4.794,4.650
5ayf,4.896,4.820
5ayy,5.191,5.320
5azg,5.600,5.540
5b4w,8.294,8.460
5b56,4.885,4.540
5b6c,3.630,3.660
5bjt,6.443,6.300
5bml,7.867,8.000
5bms,6.072,6.340
5bnj,9.187,8.700
5brn,6.114,6.300
5brz,7.682,8.150
5bs0,6.895,7.120
5bsk,5.840,6.220
5btr,5.138,5.140
5bwb,5.351,5.300
5c0m,5.456,5.850
5c11,6.602,6.470
5c13,5.968,6.100
5c29,6.410,6.060
5c2e,8.781,8.700
5c4k,4.231,4.560
5c4l,5.278,5.640
5c5h,6.676,6.400
5c6o,3.890,3.700
5c6p,3.957,3.700
5c7n,6.642,6.570
5c85,3.919,3.980
5c87,3.660,3.700
5c8k,7.920,7.700
5c8m,7.446,7.190
5c91,3.650,3.610
5cal,7.981,7.660
5can,7.332,6.910
5cao,7.640,7.420
5cav,6.785,6.670
5cdh,5.039,5.370
5ceo,9.480,9.300
5cfa,6.738,6.540
5cfb,7.398,7.280
5cgj,5.093,5.220
5cgv,6.622,6.470
5cil,7.742,7.390
5cin,8.050,7.740
5ckr,7.907,7.760
5cnj,6.644,6.840
5cnm,6.864,6.810
5cpr,7.463,7.560
5cqx,5.054,5.330
5cr7,3.176,3.100
5cs5,1.717,1.580
5csd,7.510,7.890
5csh,3.487,3.570
5csw,8.906,8.400
5csx,8.896,8.220
5csz,7.940,7.770
5ct1,1.588,1.520
5cu2,4.768,4.240
5cvd,6.646,6.410
5cw8,7.319,7.220
5cxi,6.280,6.550
5cyv,5.155,4.960
5d0j,5.366,5.310
5d1n,5.439,5.570
5d1w,5.274,5.120
5d2a,4.998,5.590
5d3s,6.059,5.890
5d4a,5.758,5.850
5d6y,5.433,5.660
5d75,6.582,6.700
5d7e,3.829,3.820
5d7x,4.612,4.820
5d9p,3.291,3.200
5dah,5.153,5.300
5dd0,6.631,7.080
5dgz,8.077,7.850
5dhf,5.544,5.660
5dhg,9.300,9.140
5dhh,8.961,9.180
5dhj,6.888,6.700
5dhp,3.906,3.850
5dhq,5.808,5.700
5dhr,4.593,4.640
5dhs,5.571,5.220
5dht,6.032,6.000
5dia,10.651,10.460
5dif,6.301,6.230
5diu,7.143,7.370
5div,6.382,6.850
5dk4,8.219,8.700
5dlz,5.556,5.740
5dms,4.693,4.530
5doh,7.633,7.490
5dro,9.951,10.590
5drq,10.513,10.920
5drs,9.074,8.960
5dtj,4.839,4.470
5dtk,4.510,4.300
5dtm,4.756,4.300
5dts,3.432,3.550
5dtt,3.625,3.510
5dtw,5.639,5.460
5du4,5.540,5.250
5du6,5.092,5.020
5du8,6.093,5.720
5duc,6.632,6.350
5dva,3.300,3.550
5dx3,7.392,7.410
5dxb,6.570,6.280
5dxh,8.782,9.000
5dxu,8.562,8.400
5dy7,3.668,3.700
5dya,3.591,3.700
5e0a,6.113,6.590
5e0l,6.694,6.400
5e0m,5.527,5.280
5e1b,5.281,4.840
5e1d,5.852,5.390
5e1m,7.081,6.720
5e1o,5.679,5.430
5e2m,7.066,7.230
5e2n,9.694,9.540
5e2q,6.024,5.790
5e2v,6.276,6.080
5e2w,7.759,7.510
5e3d,4.281,4.020
5e3g,4.188,4.300
5e4w,4.592,4.640
5e5g,3.166,3.150
5e80,8.272,8.300
5e88,7.124,7.190
5e8a,7.609,7.470
5e8r,8.865,8.700
5ea3,8.559,8.770
5ea4,8.018,8.110
5ea5,7.960,8.060
5ea6,7.113,7.410
5ea7,7.600,7.960
5eay,4.486,4.470
5eb2,1.174,1.110
5eb3,1.536,1.450
5ech,3.738,3.800
5eci,3.892,3.800
5edq,9.047,8.700
5edr,7.954,7.460
5edu,9.075,8.660
5ee7,9.663,9.210
5eef,8.103,8.320
5eel,5.708,6.080
5eeq,5.744,5.820
5ef8,9.138,8.850
5efb,8.442,8.370
5eg4,7.237,7.680
5egs,6.198,6.010
5ehe,8.420,8.320
5ehn,11.463,11.640
5eie,7.615,7.640
5eje,5.646,5.600
5ejl,6.545,6.620
5ejw,3.297,3.300
5ek0,7.811,7.680
5ek9,7.150,7.330
5ekg,6.182,6.040
5ekh,6.329,5.950
5ekj,6.174,6.000
5ekn,6.045,5.720
5el2,4.390,4.470
5eld,2.746,2.660
5ele,1.543,1.520
5elf,2.061,2.340
5elq,5.964,5.700
5elv,6.688,6.800
5em3,3.608,3.700
5em5,6.676,6.580
5em6,8.989,8.400
5em7,8.065,7.720
5em8,6.402,5.960
5em9,5.549,5.570
5ema,5.444,5.230
5emb,5.421,5.200
5eoc,7.362,7.520
5eok,3.422,3.490
5eom,6.341,6.390
5eou,5.243,5.360
5epk,5.456,5.740
5epp,4.340,4.160
5epr,4.052,4.040
5eps,4.241,4.420
5epy,7.771,7.400
5eq0,5.889,5.920
5eqq,8.389,8.170
5er5,4.001,3.670
5erg,4.434,4.350
5esq,6.175,5.800
5eta,5.550,5.800
5etf,3.745,3.790
5etk,5.935,5.820
5etl,4.543,4.640
5etm,5.383,5.410
5etn,5.485,5.370
5eto,5.751,5.570
5etp,6.167,6.150
5etq,6.786,6.480
5etr,6.834,6.520
5ets,6.156,5.910
5ett,6.578,6.230
5etu,4.266,3.890
5etv,6.453,6.240
5etx,6.769,6.810
5euk,4.760,4.300
5eva,3.867,3.700
5ew9,10.590,11.000
5ewd,3.787,3.700
5ewh,3.817,3.770
5ewz,6.177,6.340
5exx,5.198,5.390
5ey9,5.425,5.410
5eyz,6.215,6.000
5ez0,5.679,5.800
5ezg,4.932,4.920
5ezh,4.667,4.620
5f1c,6.654,6.130
5f1j,4.741,4.920
5f2k,6.216,6.160
5f3t,3.855,3.680
5f3z,4.644,4.540
5f41,4.174,4.170
5f4l,7.694,7.620
5f4p,7.869,7.330
5f4r,7.061,7.020
5f4u,7.734,7.020
5f5b,3.677,3.950
5f67,6.962,6.890
5f88,4.526,4.300
5f90,4.995,4.850
5f91,5.286,5.200
5fa7,8.010,8.400
5fao,8.108,7.960
5fap,7.552,8.000
5faq,5.100,5.280
5fas,7.431,7.470
5fat,6.961,6.960
5fb0,5.428,5.470
5fb1,5.733,5.920
5fb7,7.795,7.890
5fdo,6.462,6.440
5fdr,9.780,9.440
5fdz,4.725,5.170
5ff6,5.555,5.020
5fh6,5.742,5.920
5fiv,8.075,7.660
5fjw,5.694,5.400
5fjx,4.872,4.960
5fkj,9.807,10.660
5fky,7.723,8.330
5fl0,6.383,6.460
5fl1,8.260,8.490
5flp,3.101,3.200
5fni,3.786,3.480
5fnj,2.269,2.290
5fom,5.034,5.010
5foo,2.516,2.620
5fos,5.953,5.740
5fow,3.934,4.030
5fpi,4.229,4.140
5fpp,4.165,4.000
5fsl,4.719,4.620
5fsm,4.473,4.400
5fv7,6.422,6.740
5fwg,6.873,6.720
5fyq,6.300,5.890
5g1n,7.651,7.770
5g1p,5.383,5.200
5g22,7.118,7.000
5g42,2.648,2.300
5g43,3.610,3.700
5g53,6.183,6.370
5gg4,5.927,5.820
5ggj,1.843,1.750
5ggk,3.597,3.540
5ggl,1.944,1.780
5ggn,3.465,3.660
5ggo,3.356,3.100
5ggp,3.276,3.300
5gic,6.675,6.480
5gid,6.275,6.110
5gjd,8.496,7.920
5glu,3.765,4.020
